Name,Date,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,1.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,3.0,90.0,71.0,17.0,82.0,28.0,77.0,86.0,98.0,42.0,0.0,-3.0,2.0,2.0,-1.0,3.0,-1.0,-2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,11.0,6.0,49.0,20.0,73.0,41.0,8.0,92.0,58.0,1.0,-1.0,1.0,-2.0,-3.0,1.0,0.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,1.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,61.0,5.0,46.0,61.0,10.0,84.0,88.0,95.0,51.0,2.0,2.0,-1.0,-3.0,-3.0,3.0,-2.0,3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,76.0,15.0,82.0,37.0,89.0,10.0,49.0,83.0,10.0,-1.0,1.0,-1.0,3.0,0.0,1.0,-3.0,-3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,1.0,2.0,5.0,2.0,4.0,1.0,10.0,9.0,63.0,80.0,61.0,8.0,50.0,20.0,22.0,3.0,-2.0,-2.0,2.0,0.0,1.0,0.0,0.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,2.0,5.0,54.0,23.0,6.0,74.0,91.0,3.0,96.0,93.0,51.0,-2.0,-2.0,0.0,-2.0,2.0,-1.0,0.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,3.0,13.0,77.0,95.0,80.0,50.0,36.0,77.0,5.0,21.0,1.0,3.0,3.0,-2.0,-2.0,0.0,-3.0,-1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,5.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,38.0,74.0,21.0,24.0,23.0,88.0,48.0,5.0,28.0,-2.0,1.0,0.0,-1.0,-3.0,1.0,3.0,-2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,5.0,20.0,29.0,50.0,23.0,39.0,73.0,86.0,45.0,37.0,2.0,-1.0,1.0,-1.0,2.0,2.0,3.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,41.0,76.0,55.0,46.0,19.0,60.0,58.0,11.0,11.0,0.0,-1.0,-2.0,-3.0,0.0,1.0,3.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,4.0,1.0,4.0,5.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,2.0,3.0,5.0,3.0,5.0,78.0,1.0,35.0,68.0,17.0,96.0,69.0,28.0,77.0,-1.0,-3.0,-1.0,3.0,3.0,2.0,3.0,-1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,51.0,70.0,36.0,37.0,67.0,88.0,16.0,32.0,95.0,-3.0,-1.0,-2.0,-3.0,-3.0,0.0,-2.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,2.0,4.0,1.0,4.0,1.0,3.0,5.0,2.0,1.0,4.0,1.0,5.0,5.0,2.0,4.0,5.0,98.0,14.0,11.0,47.0,62.0,57.0,100.0,74.0,2.0,-1.0,0.0,1.0,3.0,0.0,0.0,-2.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,1.0,5.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,60.0,88.0,86.0,87.0,60.0,87.0,43.0,77.0,70.0,-1.0,-2.0,1.0,-2.0,0.0,3.0,3.0,2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,68.0,24.0,67.0,71.0,91.0,64.0,96.0,38.0,84.0,-3.0,2.0,-3.0,-2.0,2.0,3.0,2.0,-3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,5.0,1.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,9.0,6.0,81.0,69.0,64.0,82.0,63.0,5.0,67.0,2.0,3.0,1.0,-3.0,3.0,0.0,0.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,5.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,94.0,28.0,86.0,58.0,88.0,47.0,29.0,34.0,10.0,0.0,-1.0,-2.0,0.0,3.0,0.0,2.0,3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,2.0,5.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,76.0,28.0,59.0,62.0,49.0,40.0,75.0,34.0,82.0,-1.0,-3.0,1.0,0.0,-1.0,-2.0,-1.0,1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,59.0,83.0,67.0,71.0,38.0,23.0,2.0,72.0,61.0,3.0,-3.0,-3.0,3.0,-1.0,3.0,0.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,5.0,4.0,3.0,21.0,94.0,47.0,60.0,5.0,88.0,59.0,35.0,-3.0,-2.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,3.0,53.0,58.0,10.0,5.0,11.0,62.0,24.0,8.0,53.0,1.0,2.0,3.0,1.0,-2.0,3.0,0.0,2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,74.0,80.0,85.0,56.0,88.0,43.0,61.0,73.0,38.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,1.0,52.0,28.0,41.0,60.0,40.0,18.0,20.0,43.0,68.0,2.0,-1.0,3.0,-2.0,0.0,0.0,3.0,-1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,2.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,28.0,17.0,68.0,13.0,7.0,90.0,21.0,18.0,32.0,3.0,2.0,-2.0,0.0,3.0,-2.0,-1.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,1.0,3.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,87.0,44.0,5.0,49.0,62.0,77.0,84.0,55.0,51.0,0.0,-2.0,1.0,-3.0,3.0,3.0,3.0,-1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,5.0,19.0,94.0,24.0,40.0,40.0,39.0,29.0,73.0,100.0,0.0,1.0,3.0,2.0,0.0,2.0,-1.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,5.0,96.0,42.0,95.0,59.0,2.0,82.0,10.0,52.0,77.0,-1.0,-2.0,2.0,-3.0,3.0,2.0,-2.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,3.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,35.0,41.0,29.0,72.0,92.0,42.0,70.0,84.0,63.0,3.0,2.0,-2.0,1.0,-1.0,2.0,3.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,1.0,96.0,32.0,57.0,47.0,20.0,17.0,4.0,31.0,3.0,1.0,-1.0,3.0,3.0,-1.0,0.0,-3.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,1.0,5.0,2.0,4.0,3.0,3.0,5.0,1.0,5.0,4.0,92.0,77.0,1.0,66.0,51.0,7.0,25.0,17.0,90.0,3.0,-3.0,-2.0,-3.0,1.0,-1.0,3.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,4.0,4.0,5.0,1.0,3.0,91.0,76.0,82.0,14.0,12.0,10.0,68.0,18.0,14.0,0.0,1.0,-2.0,-1.0,-2.0,-3.0,0.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,5.0,5.0,2.0,2.0,5.0,3.0,1.0,5.0,3.0,1.0,2.0,5.0,3.0,4.0,5.0,3.0,70.0,60.0,91.0,38.0,51.0,87.0,46.0,43.0,86.0,1.0,-3.0,3.0,-2.0,1.0,1.0,-2.0,-3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,3.0,1.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,24.0,73.0,21.0,36.0,76.0,87.0,21.0,12.0,41.0,-3.0,-1.0,-3.0,1.0,-3.0,3.0,3.0,-2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,42.0,47.0,38.0,48.0,43.0,69.0,72.0,24.0,21.0,-2.0,1.0,0.0,2.0,-2.0,-2.0,-1.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,1.0,5.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,4.0,4.0,5.0,2.0,3.0,12.0,91.0,94.0,97.0,47.0,80.0,46.0,71.0,72.0,0.0,-1.0,-1.0,3.0,3.0,0.0,-3.0,1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,5.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,5.0,2.0,3.0,1.0,4.0,23.0,83.0,43.0,22.0,33.0,66.0,18.0,18.0,55.0,-2.0,-2.0,-3.0,3.0,2.0,1.0,1.0,2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,5.0,77.0,88.0,50.0,53.0,56.0,47.0,36.0,82.0,86.0,1.0,-3.0,-2.0,-3.0,-2.0,-2.0,-1.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,3.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,36.0,69.0,90.0,44.0,21.0,84.0,63.0,36.0,59.0,-3.0,-2.0,2.0,0.0,1.0,2.0,-2.0,3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,62.0,39.0,31.0,35.0,53.0,14.0,84.0,90.0,92.0,-1.0,1.0,-3.0,-3.0,-2.0,1.0,-1.0,-3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,3.0,2.0,4.0,2.0,4.0,19.0,13.0,82.0,40.0,53.0,45.0,42.0,75.0,6.0,1.0,2.0,0.0,0.0,-1.0,-3.0,2.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,1.0,1.0,5.0,4.0,3.0,2.0,4.0,2.0,79.0,41.0,49.0,93.0,56.0,66.0,72.0,15.0,53.0,1.0,-1.0,-3.0,2.0,3.0,0.0,-1.0,-1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,5.0,4.0,5.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,52.0,31.0,34.0,3.0,78.0,83.0,93.0,94.0,9.0,-2.0,-3.0,1.0,-1.0,1.0,-1.0,3.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,3.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,5.0,36.0,85.0,8.0,12.0,71.0,19.0,65.0,63.0,10.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,93.0,23.0,12.0,35.0,77.0,84.0,45.0,66.0,89.0,-2.0,-2.0,-2.0,-3.0,-2.0,1.0,1.0,3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,4.0,1.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,5.0,3.0,4.0,1.0,5.0,5.0,17.0,76.0,13.0,24.0,56.0,11.0,64.0,7.0,94.0,-3.0,1.0,3.0,1.0,0.0,3.0,3.0,-2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,4.0,19.0,81.0,32.0,18.0,24.0,96.0,28.0,82.0,71.0,-1.0,-2.0,-1.0,-3.0,-3.0,-2.0,0.0,3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,3.0,2.0,4.0,35.0,95.0,61.0,96.0,49.0,57.0,82.0,65.0,96.0,-1.0,0.0,-2.0,-1.0,1.0,-3.0,-2.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,5.0,4.0,4.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,60.0,100.0,21.0,63.0,77.0,84.0,70.0,2.0,45.0,-3.0,0.0,-1.0,-3.0,-2.0,-2.0,3.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,26.0,38.0,6.0,76.0,84.0,53.0,46.0,23.0,59.0,1.0,2.0,3.0,-2.0,-1.0,-3.0,0.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,4.0,3.0,5.0,2.0,1.0,4.0,3.0,5.0,4.0,47.0,5.0,51.0,78.0,96.0,54.0,90.0,34.0,47.0,1.0,1.0,1.0,0.0,-2.0,-3.0,-3.0,-2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,30.0,33.0,18.0,90.0,56.0,29.0,53.0,31.0,76.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-2.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,16.0,53.0,53.0,15.0,88.0,7.0,21.0,71.0,81.0,-2.0,0.0,1.0,-1.0,1.0,2.0,3.0,-2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,3.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,45.0,15.0,81.0,32.0,60.0,55.0,78.0,62.0,81.0,2.0,-1.0,0.0,1.0,0.0,0.0,-1.0,3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,88.0,45.0,80.0,43.0,57.0,39.0,84.0,44.0,38.0,1.0,-2.0,0.0,-3.0,-2.0,0.0,0.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,75.0,51.0,73.0,56.0,27.0,8.0,30.0,58.0,62.0,-1.0,3.0,0.0,3.0,2.0,-1.0,-3.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,4.0,1.0,5.0,2.0,2.0,71.0,94.0,82.0,96.0,14.0,92.0,42.0,53.0,60.0,0.0,-3.0,2.0,-2.0,-1.0,1.0,-2.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,5.0,2.0,54.0,48.0,86.0,75.0,89.0,70.0,47.0,43.0,18.0,-3.0,-2.0,-1.0,0.0,2.0,-2.0,1.0,-2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,1.0,5.0,2.0,5.0,86.0,10.0,74.0,28.0,6.0,38.0,72.0,42.0,66.0,3.0,3.0,0.0,-1.0,-3.0,0.0,-1.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,2.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,2.0,10.0,63.0,19.0,23.0,34.0,47.0,76.0,74.0,85.0,-2.0,-3.0,-1.0,3.0,2.0,-1.0,-2.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,13.0,66.0,40.0,37.0,18.0,58.0,76.0,77.0,0.0,-1.0,2.0,0.0,2.0,2.0,2.0,-1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,24.0,37.0,87.0,68.0,48.0,65.0,65.0,75.0,1.0,-2.0,-1.0,-1.0,-3.0,-2.0,-2.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,60.0,21.0,43.0,98.0,100.0,45.0,32.0,56.0,42.0,-3.0,-3.0,3.0,-1.0,2.0,-1.0,-3.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,2.0,1.0,3.0,5.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,96.0,77.0,37.0,64.0,72.0,63.0,3.0,10.0,63.0,-1.0,1.0,-3.0,-1.0,-1.0,0.0,1.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,58.0,77.0,18.0,28.0,95.0,12.0,98.0,100.0,17.0,1.0,0.0,-3.0,0.0,-2.0,-2.0,3.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,5.0,2.0,6.0,71.0,29.0,78.0,14.0,95.0,75.0,19.0,94.0,0.0,-1.0,-1.0,-3.0,-1.0,-1.0,0.0,-2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,45.0,5.0,6.0,69.0,98.0,23.0,24.0,29.0,79.0,-2.0,1.0,1.0,0.0,-2.0,2.0,3.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,2.0,58.0,70.0,43.0,42.0,25.0,73.0,80.0,76.0,4.0,1.0,3.0,-1.0,1.0,0.0,3.0,0.0,-2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,5.0,3.0,1.0,30.0,34.0,8.0,52.0,87.0,56.0,87.0,57.0,85.0,-3.0,3.0,0.0,-3.0,0.0,-2.0,-3.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,5.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,12.0,62.0,23.0,77.0,80.0,62.0,64.0,15.0,90.0,3.0,0.0,-2.0,1.0,3.0,0.0,1.0,1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,88.0,97.0,55.0,90.0,26.0,60.0,94.0,91.0,53.0,0.0,1.0,-1.0,3.0,1.0,-1.0,2.0,-1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,1.0,92.0,98.0,38.0,36.0,11.0,24.0,42.0,91.0,25.0,1.0,0.0,-2.0,-1.0,3.0,3.0,3.0,1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,1.0,3.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,45.0,72.0,41.0,34.0,15.0,95.0,98.0,54.0,15.0,-2.0,3.0,-3.0,0.0,-3.0,1.0,3.0,-1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,1.0,4.0,5.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,1.0,1.0,41.0,20.0,87.0,23.0,66.0,32.0,49.0,68.0,13.0,2.0,1.0,0.0,-3.0,3.0,-1.0,0.0,2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,4.0,3.0,2.0,1.0,5.0,4.0,1.0,7.0,22.0,57.0,30.0,52.0,35.0,71.0,14.0,23.0,1.0,0.0,-2.0,3.0,-1.0,1.0,-2.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,4.0,4.0,1.0,5.0,1.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,73.0,91.0,78.0,94.0,74.0,91.0,27.0,34.0,1.0,-3.0,1.0,-1.0,-3.0,1.0,-3.0,2.0,-1.0
